"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"image-keyboard-response","150","343791","0.0-150.0","","","","","","998","img/Image24.jpg","s","standard_trial","Image24","Safe","0.06","14","4","1","","","","","","","","","","",""
"html-keyboard-response","151","344797","0.0-151.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","152","348859","0.0-152.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","153","349944","0.0-153.0","","","","","","1069","img/Image125.jpg","s","standard_trial","Image125","Safe","0.55","136","7","1","","","","","","","","","","",""
"html-keyboard-response","154","350946","0.0-154.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","155","354949","0.0-155.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","156","356356","0.0-156.0","","","","","","1393","img/Image4.jpg","s","standard_trial","Image4","Safe","0.08","24","4","1","","","","","","","","","","",""
"html-keyboard-response","157","357357","0.0-157.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","158","358174","0.0-158.0","","","","","","815","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","159","362175","0.0-159.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","160","363356","0.0-160.0","","","","","","1167","img/Image93.jpg","s","standard_trial","Image93","Safe","0.39","100","5","1","","","","","","","","","","",""
"html-keyboard-response","161","364357","0.0-161.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","162","368359","0.0-162.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","163","371763","0.0-163.0","","","","","","3394","img/Image65.jpg","d","standard_trial","Image65","Safe","0.52","128","5","0","","","","","","","","","","",""
"html-keyboard-response","164","372764","0.0-164.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","165","376766","0.0-165.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","166","377816","0.0-166.0","","","","","","1042","img/Image70.jpg","s","standard_trial","Image70","Safe","0.41","103","4","1","","","","","","","","","","",""
"html-keyboard-response","167","378822","0.0-167.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","168","382823","0.0-168.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","169","383956","0.0-169.0","","","","","","1121","img/Image60.jpg","s","standard_trial","Image60","Safe","0.47","121","6","1","","","","","","","","","","",""
"html-keyboard-response","170","384957","0.0-170.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","171","388958","0.0-171.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","172","389637","0.0-172.0","","","","","","669","img/Image19.jpg","s","standard_trial","Image19","Safe","0.1","32","2","1","","","","","","","","","","",""
"html-keyboard-response","173","390638","0.0-173.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","174","394641","0.0-174.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","175","395737","0.0-175.0","","","","","","1079","img/Image108.jpg","s","standard_trial","Image108","Safe","0.25","66","8","1","","","","","","","","","","",""
"html-keyboard-response","176","396739","0.0-176.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","177","400740","0.0-177.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","178","401833","0.0-178.0","","","","","","1085","img/Image100.jpg","s","standard_trial","Image100","Safe","0.13","43","6","1","","","","","","","","","","",""
"html-keyboard-response","179","402835","0.0-179.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","180","406971","0.0-180.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","181","407785","0.0-181.0","","","","","","804","img/Image136.jpg","s","standard_trial","Image136","Safe","0.55","135","8","1","","","","","","","","","","",""
"html-keyboard-response","182","408787","0.0-182.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","183","412790","0.0-183.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","184","413852","0.0-184.0","","","","","","1053","img/Image83.jpg","d","standard_trial","Image83","Danger","0.34","89","5","1","","","","","","","","","","",""
